id,rwa_score,testelapse,education,engnat,education_level,urban,gender,age,hand,familysize
4557,8.4,287,2,2,High School,Suburban,Male,25,Right,1
4558,2.5,176,3,2,University degree,Urban,Female,19,Right,2
4559,4.25,329,3,1,University degree,Suburban,Male,30,Right,3
4560,1.85,221,2,1,High School,Rural,Male,68,Right,3
4561,2.1,293,3,2,University degree,Urban,Male,21,Right,4
4562,4.8,211,2,1,High School,Suburban,Male,18,Right,3
4563,3.4,291,3,1,University degree,Suburban,Male,23,Right,3
4564,1,94,3,1,University degree,Urban,Female,30,Right,1
4565,2.4,134,2,1,High School,Suburban,Male,19,Left,0
4566,7.05,115,2,1,High School,Suburban,Male,20,Right,2
4567,4.75,555,2,2,High School,Urban,Male,56,Right,1
4568,2.05,119,2,1,High School,Urban,Female,18,Right,2
4569,8.6,153,2,1,High School,Urban,Male,31,Right,3
4570,1.1,643,4,1,Graduate degree,Suburban,Female,24,Right,2
4571,3,192,3,1,University degree,Suburban,Female,51,Right,0
4572,5,279,1,1,Less than high school,Rural,Female,14,Right,2
4573,8.5,704,3,2,University degree,Urban,Male,22,Right,3
4574,7.7,202,2,1,High School,Suburban,Male,18,Right,2
4575,2.7,203,2,1,High School,Rural,Female,16,Right,2
4576,1.35,274,3,1,University degree,Suburban,Male,21,Right,1
4577,5.45,278,3,1,University degree,Suburban,Female,20,Right,3
4578,7.35,370,2,1,High School,Rural,Male,59,Right,2
4579,1.6,1371,2,1,High School,Suburban,Male,45,Right,2
4580,6.55,248,2,1,High School,Suburban,Male,14,Left,1
4581,3.3,194,2,1,High School,Urban,Male,18,Right,2
4582,2.05,143,3,1,University degree,Rural,Female,61,Right,2
4583,1.15,158,2,1,High School,Suburban,Male,18,Right,2
4584,6.45,373,2,1,High School,Suburban,Male,18,Right,3
4585,3.8,198,3,1,University degree,Suburban,Male,19,Right,2
4586,3.35,226,3,1,University degree,Rural,Male,52,Right,2
4587,1.9,466,4,1,Graduate degree,Rural,Male,22,Right,3
4588,3.1,310,0,1,NA,Suburban,Female,50,Right,1
4589,1.35,497,1,2,Less than high school,Urban,Female,16,Right,2
4590,5.25,123,2,2,High School,Urban,Male,20,Left,1
4591,1.55,192,3,1,University degree,Suburban,Male,34,Right,2
4592,2.5,221,3,1,University degree,Urban,Male,33,Right,2
4593,3.05,303,3,1,University degree,Suburban,Female,67,Right,3
4594,2.1,172,2,1,High School,Suburban,Male,62,Left,3
4595,3.35,1792,1,1,Less than high school,Suburban,Male,14,Right,5
4596,3.75,191,3,1,University degree,Suburban,Male,21,Right,4
4597,5.55,238,3,1,University degree,Suburban,Male,40,Left,2
4598,2.4,506,1,1,Less than high school,NA,Female,17,Right,4
4599,5.3,144,1,2,Less than high school,Suburban,Male,15,Right,1
4600,2.1,267,3,1,University degree,Rural,Male,37,Right,2
4601,1.4,216,2,1,High School,Suburban,Female,54,Right,4
4602,1.3,150,2,1,High School,Suburban,Male,36,Right,1
4603,2.5,300,2,1,High School,Suburban,Male,63,Right,4
4604,1.1,136,2,1,High School,Urban,Male,56,Left,3
4605,1.1,183,1,1,Less than high school,Suburban,Male,16,NA,3
4606,1.85,200,2,1,High School,Urban,Female,20,Right,5
4607,2.6,280,4,1,Graduate degree,Suburban,Male,77,Right,2
4608,3.45,310,0,1,NA,Suburban,Female,49,Right,2
4609,5.5,350,3,1,University degree,Rural,Male,68,Right,2
4610,1.9,114,3,1,University degree,Suburban,Male,68,Right,3
4611,1.05,245,4,1,Graduate degree,Rural,Female,63,Right,4
4612,1.95,259,2,1,High School,Suburban,Male,65,Left,4
4613,2.05,259,4,1,Graduate degree,Rural,Male,41,Left,2
4614,1.3,169,3,0,University degree,Urban,Male,34,Left,2
4615,2.05,463,2,1,High School,Rural,Other,17,Right,2
4616,1.9,751,2,1,High School,Urban,Male,68,Right,4
4617,1.7,184,4,1,Graduate degree,Urban,Male,73,Right,2
4618,3.65,954,4,1,Graduate degree,Rural,Male,36,Right,3
4619,1.8,146,3,2,University degree,Urban,Other,26,Right,2
4620,1.05,125,3,2,University degree,Rural,Female,21,Left,2
4621,1.6,117,4,1,Graduate degree,Urban,Male,54,Right,4
4622,4.15,219,4,1,Graduate degree,NA,Male,64,Right,4
4623,1,328,4,2,Graduate degree,Suburban,NA,39,Right,2
4624,1.55,90,2,1,High School,Suburban,Female,18,Right,3
4625,3.15,204,3,1,University degree,Urban,Male,35,Right,3
4626,2.4,196,3,1,University degree,Suburban,Female,22,Right,4
4627,2.6,159,1,1,Less than high school,Urban,Female,15,Right,2
4628,1.45,185,3,2,University degree,Urban,Male,32,Right,3
4629,1.45,503,3,1,University degree,Urban,Female,22,Right,3
4630,3.6,486,2,1,High School,Suburban,Male,18,Right,3
4631,1.25,241,2,1,High School,Suburban,Female,18,Right,6
4632,4.55,370,4,2,Graduate degree,Urban,Male,26,Right,1
4633,4.3,257,3,2,University degree,Suburban,Male,28,Left,3
4634,6.35,232,2,1,High School,Rural,Male,28,Right,1
4635,4.9,393,2,1,High School,Rural,Female,17,Right,3
4636,2.1,367,2,1,High School,Rural,Female,16,Both,2
4637,1.55,358,4,2,Graduate degree,Suburban,Male,26,Right,1
4638,1.35,1022,4,1,Graduate degree,Urban,Male,44,Right,2
4639,3.85,520,3,1,University degree,Urban,Female,22,Right,2
4640,1.45,174,2,1,High School,Urban,Female,18,Right,1
4641,1,93,4,1,Graduate degree,Suburban,Male,39,Right,5
4642,7.7,297,4,2,Graduate degree,Suburban,Male,41,Left,1
4643,1.75,216,4,1,Graduate degree,Suburban,Male,44,Right,5
4644,2.25,177,1,2,Less than high school,Urban,Female,16,Right,3
4645,5.85,310,3,1,University degree,Suburban,Male,25,Right,0
4646,1.95,214,3,1,University degree,Urban,Female,21,Right,2
4647,2.2,171,3,1,University degree,Suburban,Female,21,Right,4
4648,2.2,287,4,1,Graduate degree,Urban,Male,55,Right,1
4649,2.3,113,3,1,University degree,Rural,Male,34,Right,2
4650,1.35,129,3,1,University degree,Suburban,Male,63,Left,3
4651,3.6,138,3,1,University degree,Suburban,Male,27,Left,0
4652,1.8,257,3,1,University degree,Rural,Female,33,Right,4
4653,7.05,343,4,1,Graduate degree,Urban,Male,31,Right,1
4654,1.25,299,2,1,High School,Rural,Male,38,Right,2
4655,2.25,206,2,1,High School,Suburban,Male,17,Right,2
4656,3.7,245,1,1,Less than high school,Suburban,Male,16,Right,2
4657,4.3,463,1,1,Less than high school,Suburban,Male,17,Left,3
4658,1.15,111,4,2,Graduate degree,Urban,Male,29,Right,2
4659,4.1,929,3,1,University degree,Rural,Male,24,Right,2
4660,5.95,257,3,1,University degree,Urban,Female,22,Right,2
4661,2.5,272,2,1,High School,Rural,Female,16,Right,2
4662,2.8,205,2,2,High School,Urban,Male,19,Right,2
4663,1.8,327,2,1,High School,Rural,Female,16,Left,2
4664,5.05,266,3,1,University degree,Suburban,Male,21,Right,6
4665,1.75,149,3,2,University degree,Suburban,Female,30,Right,3
4666,6.8,5180,1,1,Less than high school,Suburban,Male,13,Right,2
4667,2,142,1,1,Less than high school,Suburban,Female,16,Right,2
4668,2.45,327,3,1,University degree,Suburban,Male,21,Right,2
4669,1.3,249,2,1,High School,Urban,Female,52,Right,2
4670,1,262,0,1,NA,Rural,Male,48,Right,2
4671,4.15,148,3,1,University degree,Suburban,Male,21,Right,2
4672,2.65,463,4,1,Graduate degree,Suburban,Male,31,Left,3
4673,3.2,202,3,1,University degree,Urban,Female,53,Both,2
4674,2.3,394,4,1,Graduate degree,Suburban,Female,34,Right,5
4675,2.55,202,2,2,High School,Suburban,Male,17,Right,2
4676,6.25,234,3,1,University degree,Urban,Female,45,Right,5
4677,8.2,203,4,2,Graduate degree,Rural,Male,23,Both,4
4678,6.6,191,3,1,University degree,Rural,Male,28,Right,3
4679,3.95,143,4,1,Graduate degree,Suburban,Male,50,Right,2
4680,1.85,161,4,1,Graduate degree,Suburban,Male,55,Right,4
4681,2,336,4,1,Graduate degree,Rural,Male,35,Left,0
4682,2.25,267,4,1,Graduate degree,Suburban,Male,30,Right,2
4683,1.05,141,3,1,University degree,Suburban,Male,30,Right,1
4684,1.8,87,2,1,High School,Suburban,Male,17,Right,2
4685,6.7,534,3,2,University degree,Urban,Female,21,Right,4
4686,1.75,167,2,1,High School,Urban,Female,25,Right,1
4687,2.65,139,4,1,Graduate degree,Suburban,Male,44,Right,2
4688,4.25,508,3,2,University degree,Urban,Male,29,Right,3
4689,5.75,373,2,1,High School,Urban,Female,16,Right,3
4690,3.4,195,4,1,Graduate degree,Suburban,Male,50,Both,5
4691,3.1,138,2,1,High School,Rural,Female,17,Right,3
4692,1.7,110,4,1,Graduate degree,Suburban,Male,35,Right,4
4693,2.7,173,2,1,High School,Suburban,Male,23,Right,2
4694,2.7,164,3,1,University degree,Suburban,Male,26,Right,4
4695,1,2147,4,2,Graduate degree,Urban,Male,31,Right,3
4696,5.25,152,3,1,University degree,Suburban,Male,20,Right,3
4697,1.3,114,1,1,Less than high school,Urban,Male,15,Right,2
4698,2.7,93,3,1,University degree,Suburban,Female,31,Right,1
4699,1.1,455,4,2,Graduate degree,Urban,Female,26,Right,2
4700,4.2,165,4,2,Graduate degree,Urban,Male,50,Right,1
4701,1.8,312,2,1,High School,Suburban,Male,18,Left,1
4702,1.1,157,2,2,High School,Urban,Male,17,Right,1
4703,3.85,723,3,1,University degree,Suburban,Female,52,Right,4
4704,1.1,175,3,1,University degree,Urban,Female,28,Left,2
4705,5.65,330,3,1,University degree,Rural,Male,19,Right,1
4706,1.4,129,4,1,Graduate degree,Urban,Male,59,NA,3
4707,2,155,3,1,University degree,Urban,Female,62,Right,3
4708,1,156,2,1,High School,Suburban,Male,21,Right,3
4709,1.6,188,2,1,High School,Urban,Female,23,Right,3
4710,1,126,3,1,University degree,Suburban,Male,23,Right,3
4711,5.2,275,2,1,High School,Suburban,Male,19,Right,3
4712,2.35,273,2,1,High School,Suburban,Female,23,Right,5
4713,4.85,498,3,2,University degree,Suburban,Male,24,Right,2
4714,1.2,134,2,1,High School,Urban,Other,18,Right,2
4715,1.2,244,3,1,University degree,Suburban,Female,37,Right,2
4716,2,159,2,1,High School,Rural,Male,44,Right,3
4717,1.4,252,3,1,University degree,Suburban,Male,30,Right,3
4718,1.65,367,3,1,University degree,Suburban,Male,27,Right,1
4719,1.6,251,3,1,University degree,Rural,Male,40,Right,1
4720,1.3,123,4,1,Graduate degree,Suburban,Female,37,Right,2
4721,2,189,3,1,University degree,Urban,Female,22,Left,2
4722,3.1,195,4,1,Graduate degree,Rural,Male,25,Right,2
4723,2.75,220,4,2,Graduate degree,Urban,Female,24,Right,2
4724,8.45,389,1,1,Less than high school,Suburban,Female,17,Right,2
4725,1.3,190,3,1,University degree,Urban,Male,59,Left,7
4726,1.15,205,3,1,University degree,Rural,Female,58,Right,2
4727,1.75,402,3,2,University degree,Rural,Male,29,Right,5
4728,1.4,233,3,1,University degree,Rural,NA,24,Right,3
4729,1,140,3,1,University degree,Urban,Male,20,Right,2
4730,4.25,162,3,1,University degree,Suburban,Male,25,Right,2
4731,3,279,2,1,High School,Rural,Male,30,Right,4
4732,2.45,491,3,1,University degree,Urban,Other,21,Right,2
4733,5.55,190,2,1,High School,Suburban,Male,17,Right,1
4734,4.1,386,2,1,High School,Urban,Female,15,Right,2
4735,2.3,153,4,1,Graduate degree,Urban,Female,64,Right,2
4736,7.85,266,2,1,High School,Suburban,Male,30,Right,2
4737,7.3,124,4,1,Graduate degree,Urban,Male,36,Both,2
4738,3.05,323,2,1,High School,Suburban,Male,20,Right,3
4739,1.65,209,2,1,High School,Suburban,Male,41,Left,3
4740,2.45,250,4,1,Graduate degree,Suburban,Female,46,Left,1
4741,1.6,142,3,2,University degree,Suburban,Female,22,Right,3
4742,3.4,229,3,1,University degree,Urban,Female,44,Left,2
4743,1.7,233,0,1,NA,Rural,Female,62,Right,4
4744,2.9,379,0,1,NA,Suburban,Male,72,Right,4
4745,2.55,269,3,1,University degree,Suburban,Male,68,Left,3
4746,3.15,131,3,1,University degree,Suburban,Female,30,Right,3
4747,1.95,121,2,0,High School,Suburban,Male,21,Right,2
4748,2.15,105,1,1,Less than high school,Suburban,Male,17,Right,4
4749,1,113,4,1,Graduate degree,Urban,Male,40,Right,5
4750,1.65,157,3,1,University degree,Suburban,Female,31,Right,2
4751,1.1,366,2,1,High School,Urban,Female,32,Left,1
4752,1.65,129,2,1,High School,Suburban,Female,18,Right,2
4753,2.05,250,3,1,University degree,Rural,Male,40,Right,4
4754,3.25,222,2,1,High School,Rural,Female,22,Right,5
4755,2.05,254,2,1,High School,Urban,Female,17,Right,6
4756,6.25,187,1,2,Less than high school,Suburban,Male,16,Right,3
4757,1,145,3,1,University degree,Rural,Male,56,Right,4
4758,7.3,357,2,2,High School,Suburban,Male,21,Right,2
4759,1.5,121,4,1,Graduate degree,Rural,Male,27,Left,2
4760,2.7,209,4,1,Graduate degree,Rural,Male,60,Right,7
4761,3.7,610,3,1,University degree,Suburban,Male,22,Right,2
4762,2,171,3,1,University degree,Urban,Male,21,Right,2
4763,2.8,344,1,1,Less than high school,Suburban,Female,17,Right,1
4764,2.3,228,1,1,Less than high school,Urban,Male,17,Right,2
4765,2.5,256,2,1,High School,Suburban,Female,22,Both,4
4766,1.95,450,4,2,Graduate degree,Rural,Male,46,Right,3
4767,1.55,195,2,1,High School,Suburban,Male,20,Right,3
4768,5.35,350,1,1,Less than high school,Urban,Female,16,Right,3
4769,2.25,301,2,1,High School,Suburban,Female,20,Right,2
4770,3.25,601,3,1,University degree,Urban,Female,24,Right,1
4771,1.25,124,1,1,Less than high school,Urban,Male,18,Right,3
4772,1.2,91,1,1,Less than high school,Rural,Other,15,Right,2
4773,1.5,215,4,2,Graduate degree,Urban,Female,31,Right,3
4774,4.55,1048,3,1,University degree,Urban,Male,74,Left,3
4775,6.2,121,2,1,High School,Suburban,Female,17,Both,3
4776,2.9,231,2,1,High School,Suburban,Other,19,Right,2
4777,1.8,48327,2,1,High School,Urban,Female,19,Right,3
4778,6.45,104229,2,1,High School,Rural,Female,18,Right,12
4779,2,186,3,1,University degree,Suburban,Female,21,Both,1
4780,4.4,480,1,2,Less than high school,Suburban,Male,17,Right,2
4781,2.55,166,2,1,High School,Rural,Female,18,Right,2
4782,7.85,925,3,2,University degree,Urban,Female,38,Left,1
4783,3.25,162,2,1,High School,Suburban,Female,16,Right,3
4784,1.1,165,2,1,High School,Rural,Female,29,Right,2
4785,4.65,196,1,1,Less than high school,Urban,Male,43,Right,1
4786,7.1,152,3,1,University degree,Rural,Female,65,Right,4
4787,4.2,269,2,1,High School,Urban,Male,18,Right,1
4788,2.8,180,2,1,High School,Suburban,Female,17,Right,1
4789,6.95,181,4,2,Graduate degree,Urban,Male,33,Right,2
4790,1.65,132,1,1,Less than high school,Suburban,Male,18,Right,2
4791,2.9,238,2,2,High School,Urban,Female,18,Right,1
4792,1.45,226,4,1,Graduate degree,Urban,Female,34,Both,3
4793,4,135,3,1,University degree,Suburban,Male,21,Right,1
4794,2.7,344,3,1,University degree,Suburban,Female,59,Right,5
4795,5.2,121,3,2,University degree,Suburban,Male,22,Left,1
4796,2.15,138,4,1,Graduate degree,Suburban,Male,49,Right,2
4797,1.7,269,4,1,Graduate degree,Suburban,Male,61,Right,6
4798,2.15,1144,3,2,University degree,Urban,Other,29,Right,1
4799,1.05,235,3,1,University degree,Rural,Male,34,Right,3
4800,3.75,239,4,2,Graduate degree,Urban,Male,45,Right,2
4801,1.25,219,4,1,Graduate degree,Suburban,Male,47,Right,4
4802,1.45,164,2,1,High School,Suburban,Female,15,Right,2
4803,3.7,237,1,1,Less than high school,Suburban,Female,16,Right,2
4804,4.15,258,4,1,Graduate degree,Urban,Female,42,Right,2
4805,1,258,3,2,University degree,NA,Female,45,Left,0
4806,4.6,165,3,1,University degree,Suburban,Male,25,Right,2
4807,1,102,4,1,Graduate degree,Suburban,Female,51,Left,2
4808,1.65,236,2,1,High School,Suburban,Male,18,Left,2
4809,3.35,813,3,2,University degree,Urban,Female,20,Right,2
4810,1.4,202,0,1,NA,Suburban,Male,57,Right,3
4811,2.05,251,2,1,High School,Suburban,Male,36,Right,2
4812,1.25,79,3,1,University degree,Suburban,Male,21,Right,2
4813,2.35,197,1,1,Less than high school,Suburban,Male,16,Right,2
4814,2.75,141,2,1,High School,NA,Female,34,Both,3
4815,1.55,745,4,1,Graduate degree,Urban,Male,69,Right,2
4816,3.2,145,3,1,University degree,Suburban,Female,46,Right,2
4817,1.6,298,2,1,High School,Suburban,Female,58,Right,4
4818,1.95,261,1,1,Less than high school,Suburban,Male,53,Right,2
4819,1.85,207,1,1,Less than high school,Suburban,Male,17,Right,2
4820,2.55,616,2,1,High School,Suburban,Male,20,Right,2
4821,6.2,519,2,1,High School,Urban,Male,18,Right,2
4822,4.55,364,3,1,University degree,Urban,Male,52,Right,3
4823,2.85,385,2,1,High School,Suburban,Male,21,Right,1
4824,6.9,164,2,1,High School,Suburban,Male,35,Right,3
4825,1.4,239,4,1,Graduate degree,Urban,Male,69,Left,2
4826,1.35,164,4,1,Graduate degree,NA,Female,53,Right,3
4827,4.7,307,2,1,High School,Urban,Female,42,Right,2
4828,3,232,3,2,University degree,Urban,Female,38,Right,2
4829,1.85,229,3,2,University degree,Urban,Male,44,Right,1
4830,1.05,336,4,1,Graduate degree,NA,Male,47,Right,2
4831,2.25,260,0,1,NA,Suburban,Male,66,Left,3
4832,1.2,105,4,1,Graduate degree,Suburban,Male,41,Left,3
4833,2.4,178,2,1,High School,Urban,Male,18,Right,1
4834,7.4,197,1,1,Less than high school,Suburban,Male,13,Right,2
4835,1.5,168,3,1,University degree,Suburban,Female,50,Right,2
4836,3.2,352,3,2,University degree,Suburban,Male,54,Right,5
4837,2.4,130,2,1,High School,Urban,Other,21,Right,2
4838,4.1,470,3,1,University degree,Suburban,Male,28,Right,1
4839,3.95,242,2,2,High School,Suburban,Male,19,Both,3
4840,1.05,213,4,1,Graduate degree,Suburban,Male,38,Right,3
4841,5.95,139,2,1,High School,Rural,Male,25,Right,10
4842,4.25,758,2,2,High School,Urban,Female,22,Right,2
4843,5.15,156,2,1,High School,Urban,Male,20,Right,3
4844,2.85,176,2,1,High School,Suburban,Male,18,Right,3
4845,3.45,239,2,2,High School,Urban,Female,21,Left,1
4846,4,372,2,1,High School,Suburban,Male,22,Right,4
4847,1.7,154,2,1,High School,Suburban,Male,20,Left,3
4848,1.25,127,2,1,High School,Rural,Female,34,Right,2
4849,1.3,106,4,1,Graduate degree,NA,Female,60,Right,4
4850,1.3,108,3,1,University degree,Urban,Female,26,Right,2
4851,1.5,323,2,1,High School,Suburban,Female,18,Right,3
4852,7.3,284,2,1,High School,Suburban,Male,27,Right,3
4853,4.75,246,3,1,University degree,Rural,Female,38,Right,4
4854,1.85,157,4,1,Graduate degree,Rural,Female,31,Right,3
4855,3.75,243,4,1,Graduate degree,Suburban,Female,51,Right,2
4856,5.05,823,3,2,University degree,Rural,Male,56,Right,8
4857,5.7,166,3,1,University degree,Suburban,Male,18,Right,2
4858,1.6,137,3,1,University degree,Urban,Female,57,Right,5
4859,2.15,304,4,2,Graduate degree,Urban,Female,23,Right,3
4860,2.25,207,4,1,Graduate degree,Suburban,Male,62,Right,0
4861,2.2,196,4,1,Graduate degree,Urban,Male,21,Right,2
4862,1.1,168,3,1,University degree,Urban,Male,62,Right,4
4863,2.15,96,2,1,High School,Suburban,Female,19,Right,1
4864,8.25,185,2,1,High School,Suburban,Male,18,Left,1
4865,1.05,214,3,1,University degree,Rural,Female,36,Right,3
4866,1.25,842,2,1,High School,Suburban,Male,43,Right,3
4867,4.25,172,1,1,Less than high school,Suburban,Male,17,Right,2
4868,1.15,165,3,1,University degree,Urban,Male,21,Right,2
4869,5.8,333,1,1,Less than high school,Suburban,Female,16,Right,2
4870,2.85,308,3,1,University degree,Rural,Female,21,Right,2
4871,1.8,277,2,1,High School,Rural,Female,20,Right,3
4872,1,97,4,1,Graduate degree,Suburban,Male,63,Right,2
4873,2.85,190,2,1,High School,Suburban,Male,22,Right,2
4874,2.4,332,2,2,High School,Rural,Male,23,Right,3
4875,1.75,98,2,2,High School,Urban,Female,17,Right,1
4876,3.8,316,3,1,University degree,Suburban,Male,30,Right,2
4877,5.3,289,4,1,Graduate degree,Suburban,Male,42,Right,1
4878,1.45,168,2,1,High School,Suburban,Female,17,Right,2
4879,2.6,188,4,1,Graduate degree,Suburban,Male,44,Right,3
4880,1.4,219,4,1,Graduate degree,Suburban,Male,50,Right,4
4881,1.3,217,3,1,University degree,Suburban,Female,23,Right,4
4882,3.5,348,2,2,High School,Urban,Female,22,Right,2
4883,1.55,348,1,1,Less than high school,Suburban,Male,17,Right,1
4884,2.15,351,1,1,Less than high school,Rural,Male,15,Right,0
4885,2.6,163,3,1,University degree,Rural,Male,45,Right,2
4886,2.05,189,4,1,Graduate degree,Suburban,Male,56,Right,4
4887,3.3,206,3,1,University degree,Rural,Female,45,Right,2
4888,6.95,299,3,1,University degree,Suburban,Male,20,Left,2
4889,3.2,568,2,1,High School,Suburban,Male,20,Right,4
4890,5.05,427,4,1,Graduate degree,Suburban,Male,19,Left,3
4891,3.45,201,1,2,Less than high school,Urban,Male,17,Right,1
4892,1.1,308,2,1,High School,Suburban,Female,18,Right,6
4893,1.7,169,2,1,High School,Urban,Female,18,Right,3
4894,2.1,255,3,2,University degree,Suburban,Male,19,Right,3
4895,2.15,267,3,2,University degree,Urban,Female,43,Right,1
4896,3.25,287,3,1,University degree,Suburban,Female,24,Right,5
4897,3.1,241,3,1,University degree,Urban,Female,34,Right,1
4898,6.2,260,2,2,High School,Urban,Male,25,Right,2
4899,2.7,743,1,2,Less than high school,Rural,Other,15,Right,1
4900,2.25,218,3,2,University degree,Urban,Female,22,Right,3
4901,1,165,3,2,University degree,Rural,Male,43,Right,1
4902,1.65,340,2,2,High School,Suburban,Male,45,Right,2
4903,4.65,497,3,2,University degree,Urban,Male,70,Left,3
4904,2.85,332,1,1,Less than high school,Suburban,Female,17,Right,3
4905,2.75,1304,3,1,University degree,Urban,Female,63,Right,2
4906,2.2,1163,3,1,University degree,Suburban,Female,26,Right,2
4907,1.5,180,1,1,Less than high school,Urban,Other,14,Both,2
4908,3.4,209,2,1,High School,Suburban,Male,21,Right,3
4909,1.35,255,3,1,University degree,Rural,Female,67,Right,2
4910,1,155,1,1,Less than high school,Suburban,Other,23,Right,2
